region	chr	midPos	Nsites
(160593,161092)(160600,161099)(160600,161100)	Mt	160850	501	0.026258
(160693,161192)(160700,161199)(160700,161200)	Mt	160950	501	0.027491
(160793,161292)(160800,161299)(160800,161300)	Mt	161050	501	0.027300
(160893,161392)(160900,161399)(160900,161400)	Mt	161150	501	0.025868
(160993,161492)(161000,161499)(161000,161500)	Mt	161250	501	0.023830
(161093,161592)(161100,161599)(161100,161600)	Mt	161350	501	0.019439
(161193,161692)(161200,161699)(161200,161700)	Mt	161450	501	0.018457
(161293,161792)(161300,161799)(161300,161800)	Mt	161550	501	0.020912
(161393,161892)(161400,161899)(161400,161900)	Mt	161650	501	0.022624
(161493,161992)(161500,161999)(161500,162000)	Mt	161750	501	0.024649
(161593,162092)(161600,162099)(161600,162100)	Mt	161850	501	0.026864
(161693,162192)(161700,162199)(161700,162200)	Mt	161950	501	0.026832
(161793,162292)(161800,162299)(161800,162300)	Mt	162050	501	0.024528
(161893,162392)(161900,162399)(161900,162400)	Mt	162150	501	0.023071
(161993,162492)(162000,162499)(162000,162500)	Mt	162250	501	0.022658
(162093,162592)(162100,162599)(162100,162600)	Mt	162350	501	0.023136
(162193,162692)(162200,162699)(162200,162700)	Mt	162450	501	0.024508
(162293,162792)(162300,162799)(162300,162800)	Mt	162550	501	0.026722
(162393,162892)(162400,162899)(162400,162900)	Mt	162650	501	0.028258
(162493,162992)(162500,162999)(162500,163000)	Mt	162750	501	0.028936
(162593,163092)(162600,163099)(162600,163100)	Mt	162850	501	0.031592
(162693,163192)(162700,163199)(162700,163200)	Mt	162950	501	0.037001
(162793,163292)(162800,163299)(162800,163300)	Mt	163050	501	0.038170
(162893,163392)(162900,163399)(162900,163400)	Mt	163150	501	0.039340
(162993,163492)(163000,163499)(163000,163500)	Mt	163250	501	0.036569
(163093,163592)(163100,163599)(163100,163600)	Mt	163350	501	0.036943
(163193,163692)(163200,163699)(163200,163700)	Mt	163450	501	0.032114
(163293,163792)(163300,163799)(163300,163800)	Mt	163550	501	0.027496
(163393,163892)(163400,163899)(163400,163900)	Mt	163650	501	0.028054
(163493,163992)(163500,163999)(163500,164000)	Mt	163750	501	0.028520
(163593,164092)(163600,164099)(163600,164100)	Mt	163850	501	0.024961
(163693,164192)(163700,164199)(163700,164200)	Mt	163950	501	0.023565
(163793,164292)(163800,164299)(163800,164300)	Mt	164050	501	0.028132
(163893,164392)(163900,164399)(163900,164400)	Mt	164150	501	0.025305
(163993,164492)(164000,164499)(164000,164500)	Mt	164250	501	0.025134
(164093,164592)(164100,164599)(164100,164600)	Mt	164350	501	0.024777
(164193,164692)(164200,164699)(164200,164700)	Mt	164450	501	0.024743
(164293,164792)(164300,164799)(164300,164800)	Mt	164550	501	0.019897
(164393,164892)(164400,164899)(164400,164900)	Mt	164650	501	0.018939
(164493,164992)(164500,164999)(164500,165000)	Mt	164750	501	0.018422
(164593,165092)(164600,165099)(164600,165100)	Mt	164850	501	0.018058
(164693,165192)(164700,165199)(164700,165200)	Mt	164950	501	0.016121
(164793,165292)(164800,165299)(164800,165300)	Mt	165050	501	0.014102
(164893,165392)(164900,165399)(164900,165400)	Mt	165150	501	0.034319
(164993,165492)(165000,165499)(165000,165500)	Mt	165250	501	0.053644
(165093,165592)(165100,165599)(165100,165600)	Mt	165350	501	0.054233
(165193,165692)(165200,165699)(165200,165700)	Mt	165450	501	0.053904
(165293,165792)(165300,165799)(165300,165800)	Mt	165550	501	0.052105
(165393,165892)(165400,165899)(165400,165900)	Mt	165650	501	0.052461
(165493,165992)(165500,165999)(165500,166000)	Mt	165750	501	0.052584
(165593,166092)(165600,166099)(165600,166100)	Mt	165850	501	0.052851
(165693,166192)(165700,166199)(165700,166200)	Mt	165950	501	0.051950
(165793,166292)(165800,166299)(165800,166300)	Mt	166050	501	0.052864
(165893,166392)(165900,166399)(165900,166400)	Mt	166150	501	0.051828
(165993,166492)(166000,166499)(166000,166500)	Mt	166250	501	0.056667
(166093,166592)(166100,166599)(166100,166600)	Mt	166350	501	0.056771
(166193,166692)(166200,166699)(166200,166700)	Mt	166450	501	0.060727
(166293,166792)(166300,166799)(166300,166800)	Mt	166550	501	0.059413
(166393,166892)(166400,166899)(166400,166900)	Mt	166650	501	0.059275
(166493,166992)(166500,166999)(166500,167000)	Mt	166750	501	0.054674
(166593,167092)(166600,167099)(166600,167100)	Mt	166850	501	0.053893
(166693,167192)(166700,167199)(166700,167200)	Mt	166950	501	0.049283
(166793,167292)(166800,167299)(166800,167300)	Mt	167050	501	0.049019
(166893,167392)(166900,167399)(166900,167400)	Mt	167150	501	0.049998
(166993,167492)(167000,167499)(167000,167500)	Mt	167250	501	0.051964
(167093,167592)(167100,167599)(167100,167600)	Mt	167350	501	0.054198
(167193,167692)(167200,167699)(167200,167700)	Mt	167450	501	0.052205
(167293,167792)(167300,167799)(167300,167800)	Mt	167550	501	0.054591
(167393,167892)(167400,167899)(167400,167900)	Mt	167650	501	0.055927
(167493,167992)(167500,167999)(167500,168000)	Mt	167750	501	0.056280
(167593,168092)(167600,168099)(167600,168100)	Mt	167850	501	0.054716
(167693,168192)(167700,168199)(167700,168200)	Mt	167950	501	0.054943
(167793,168292)(167800,168299)(167800,168300)	Mt	168050	501	0.057365
(167893,168392)(167900,168399)(167900,168400)	Mt	168150	501	0.056280
(167993,168492)(168000,168499)(168000,168500)	Mt	168250	501	0.055875
(168093,168592)(168100,168599)(168100,168600)	Mt	168350	501	0.057567
(168193,168692)(168200,168699)(168200,168700)	Mt	168450	501	0.057995
(168293,168792)(168300,168799)(168300,168800)	Mt	168550	501	0.055293
(168393,168892)(168400,168899)(168400,168900)	Mt	168650	501	0.056200
(168493,168992)(168500,168999)(168500,169000)	Mt	168750	501	0.055274
(168593,169092)(168600,169099)(168600,169100)	Mt	168850	501	0.054673
(168693,169192)(168700,169199)(168700,169200)	Mt	168950	501	0.055698
(168793,169292)(168800,169299)(168800,169300)	Mt	169050	501	0.055524
(168893,169392)(168900,169399)(168900,169400)	Mt	169150	501	0.055053
(168993,169492)(169000,169499)(169000,169500)	Mt	169250	501	0.056126
(169093,169592)(169100,169599)(169100,169600)	Mt	169350	501	0.055791
(169193,169692)(169200,169699)(169200,169700)	Mt	169450	501	0.056258
(169293,169792)(169300,169799)(169300,169800)	Mt	169550	501	0.058965
(169393,169892)(169400,169899)(169400,169900)	Mt	169650	501	0.058343
(169493,169992)(169500,169999)(169500,170000)	Mt	169750	501	0.057528
(169593,170092)(169600,170099)(169600,170100)	Mt	169850	501	0.056752
(169693,170192)(169700,170199)(169700,170200)	Mt	169950	501	0.058859
(169793,170292)(169800,170299)(169800,170300)	Mt	170050	501	0.056682
(169893,170392)(169900,170399)(169900,170400)	Mt	170150	501	0.056527
(169993,170492)(170000,170499)(170000,170500)	Mt	170250	501	0.056301
(170093,170592)(170100,170599)(170100,170600)	Mt	170350	501	0.056271
(170193,170692)(170200,170699)(170200,170700)	Mt	170450	501	0.050458
(170293,170792)(170300,170799)(170300,170800)	Mt	170550	501	0.052124
(170393,170892)(170400,170899)(170400,170900)	Mt	170650	501	0.054948
(170493,170992)(170500,170999)(170500,171000)	Mt	170750	501	0.058321
(170593,171092)(170600,171099)(170600,171100)	Mt	170850	501	0.058965
(170693,171192)(170700,171199)(170700,171200)	Mt	170950	501	0.059313
(170793,171292)(170800,171299)(170800,171300)	Mt	171050	501	0.059148
(170893,171392)(170900,171399)(170900,171400)	Mt	171150	501	0.056953
(170993,171492)(171000,171499)(171000,171500)	Mt	171250	501	0.054382
(171093,171592)(171100,171599)(171100,171600)	Mt	171350	501	0.053194
(171193,171692)(171200,171699)(171200,171700)	Mt	171450	501	0.052962
(171293,171792)(171300,171799)(171300,171800)	Mt	171550	501	0.049300
(171393,171892)(171400,171899)(171400,171900)	Mt	171650	501	0.049618
(171493,171992)(171500,171999)(171500,172000)	Mt	171750	501	0.053770
(171593,172092)(171600,172099)(171600,172100)	Mt	171850	501	0.053425
(171693,172192)(171700,172199)(171700,172200)	Mt	171950	501	0.054596
(171793,172292)(171800,172299)(171800,172300)	Mt	172050	501	0.056828
(171893,172392)(171900,172399)(171900,172400)	Mt	172150	501	0.059631
(171993,172492)(172000,172499)(172000,172500)	Mt	172250	501	0.055851
(172093,172592)(172100,172599)(172100,172600)	Mt	172350	501	0.057763
(172193,172692)(172200,172699)(172200,172700)	Mt	172450	501	0.057623
(172293,172792)(172300,172799)(172300,172800)	Mt	172550	501	0.055751
(172393,172892)(172400,172899)(172400,172900)	Mt	172650	501	0.053025
(172493,172992)(172500,172999)(172500,173000)	Mt	172750	501	0.053999
(172593,173092)(172600,173099)(172600,173100)	Mt	172850	501	0.052640
(172693,173192)(172700,173199)(172700,173200)	Mt	172950	501	0.053773
(172793,173292)(172800,173299)(172800,173300)	Mt	173050	501	0.053517
(172893,173392)(172900,173399)(172900,173400)	Mt	173150	501	0.053062
(172993,173492)(173000,173499)(173000,173500)	Mt	173250	501	0.051647
(173093,173592)(173100,173599)(173100,173600)	Mt	173350	501	0.054893
(173193,173692)(173200,173699)(173200,173700)	Mt	173450	501	0.052691
(173293,173792)(173300,173799)(173300,173800)	Mt	173550	501	0.054849
(173393,173892)(173400,173899)(173400,173900)	Mt	173650	501	0.054066
(173493,173992)(173500,173999)(173500,174000)	Mt	173750	501	0.054329
(173593,174092)(173600,174099)(173600,174100)	Mt	173850	501	0.054193
(173693,174192)(173700,174199)(173700,174200)	Mt	173950	501	0.055863
(173793,174292)(173800,174299)(173800,174300)	Mt	174050	501	0.054221
(173893,174392)(173900,174399)(173900,174400)	Mt	174150	501	0.055334
(173993,174492)(174000,174499)(174000,174500)	Mt	174250	501	0.055630
(174093,174592)(174100,174599)(174100,174600)	Mt	174350	501	0.054992
(174193,174692)(174200,174699)(174200,174700)	Mt	174450	501	0.052943
(174293,174792)(174300,174799)(174300,174800)	Mt	174550	501	0.054634
(174393,174892)(174400,174899)(174400,174900)	Mt	174650	501	0.053392
(174493,174992)(174500,174999)(174500,175000)	Mt	174750	501	0.043928
(174593,175092)(174600,175099)(174600,175100)	Mt	174850	501	0.024966
(174693,175192)(174700,175199)(174700,175200)	Mt	174950	501	0.024165
(174793,175292)(174800,175299)(174800,175300)	Mt	175050	501	0.023546
(174893,175392)(174900,175399)(174900,175400)	Mt	175150	501	0.021142
(174993,175492)(175000,175499)(175000,175500)	Mt	175250	501	0.020739
(175093,175592)(175100,175599)(175100,175600)	Mt	175350	501	0.025364
(175193,175692)(175200,175699)(175200,175700)	Mt	175450	501	0.023116
(175293,175792)(175300,175799)(175300,175800)	Mt	175550	501	0.023090
(175393,175892)(175400,175899)(175400,175900)	Mt	175650	501	0.027561
(175493,175992)(175500,175999)(175500,176000)	Mt	175750	501	0.027994
(175593,176092)(175600,176099)(175600,176100)	Mt	175850	501	0.026891
(175693,176192)(175700,176199)(175700,176200)	Mt	175950	501	0.026152
(175793,176292)(175800,176299)(175800,176300)	Mt	176050	501	0.026557
(175893,176392)(175900,176399)(175900,176400)	Mt	176150	501	0.024308
(175993,176492)(176000,176499)(176000,176500)	Mt	176250	501	0.026248
(176093,176592)(176100,176599)(176100,176600)	Mt	176350	501	0.025764
(176193,176692)(176200,176699)(176200,176700)	Mt	176450	501	0.027568
(176293,176792)(176300,176799)(176300,176800)	Mt	176550	501	0.027644
(176393,176892)(176400,176899)(176400,176900)	Mt	176650	501	0.027439
(176493,176992)(176500,176999)(176500,177000)	Mt	176750	501	0.022946
(176593,177092)(176600,177099)(176600,177100)	Mt	176850	501	0.020951
(176693,177192)(176700,177199)(176700,177200)	Mt	176950	501	0.021668
(176793,177292)(176800,177299)(176800,177300)	Mt	177050	501	0.021800
(176893,177392)(176900,177399)(176900,177400)	Mt	177150	501	0.021272
(176993,177492)(177000,177499)(177000,177500)	Mt	177250	501	0.022017
(177093,177592)(177100,177599)(177100,177600)	Mt	177350	501	0.022685
(177193,177692)(177200,177699)(177200,177700)	Mt	177450	501	0.022406
(177293,177792)(177300,177799)(177300,177800)	Mt	177550	501	0.023129
(177393,177892)(177400,177899)(177400,177900)	Mt	177650	501	0.021606
(177493,177992)(177500,177999)(177500,178000)	Mt	177750	501	0.023332
(177593,178092)(177600,178099)(177600,178100)	Mt	177850	501	0.022007
(177693,178192)(177700,178199)(177700,178200)	Mt	177950	501	0.021316
(177793,178292)(177800,178299)(177800,178300)	Mt	178050	501	0.020480
(177893,178392)(177900,178399)(177900,178400)	Mt	178150	501	0.021724
(177993,178492)(178000,178499)(178000,178500)	Mt	178250	501	0.019801
(178093,178592)(178100,178599)(178100,178600)	Mt	178350	501	0.018893
(178193,178692)(178200,178699)(178200,178700)	Mt	178450	501	0.021517
(178293,178792)(178300,178799)(178300,178800)	Mt	178550	501	0.021324
(178393,178892)(178400,178899)(178400,178900)	Mt	178650	501	0.020072
(178493,178992)(178500,178999)(178500,179000)	Mt	178750	501	0.022512
(178593,179092)(178600,179099)(178600,179100)	Mt	178850	501	0.023703
(178693,179192)(178700,179199)(178700,179200)	Mt	178950	501	0.022292
(178793,179292)(178800,179299)(178800,179300)	Mt	179050	501	0.023535
(178893,179392)(178900,179399)(178900,179400)	Mt	179150	501	0.026558
(178993,179492)(179000,179499)(179000,179500)	Mt	179250	501	0.024716
(179093,179592)(179100,179599)(179100,179600)	Mt	179350	501	0.029663
(179193,179692)(179200,179699)(179200,179700)	Mt	179450	501	0.026783
(179293,179792)(179300,179799)(179300,179800)	Mt	179550	501	0.024462
(179393,179892)(179400,179899)(179400,179900)	Mt	179650	501	0.023784
(179493,179992)(179500,179999)(179500,180000)	Mt	179750	501	0.023771
(179593,180092)(179600,180099)(179600,180100)	Mt	179850	501	0.020979
(179693,180192)(179700,180199)(179700,180200)	Mt	179950	501	0.024879
(179793,180292)(179800,180299)(179800,180300)	Mt	180050	501	0.025575
(179893,180392)(179900,180399)(179900,180400)	Mt	180150	501	0.026191
(179993,180492)(180000,180499)(180000,180500)	Mt	180250	501	0.026854
(180093,180592)(180100,180599)(180100,180600)	Mt	180350	501	0.024961
(180193,180692)(180200,180699)(180200,180700)	Mt	180450	501	0.024155
(180293,180792)(180300,180799)(180300,180800)	Mt	180550	501	0.025304
(180393,180892)(180400,180899)(180400,180900)	Mt	180650	501	0.028270
(180493,180992)(180500,180999)(180500,181000)	Mt	180750	501	0.028365
(180593,181092)(180600,181099)(180600,181100)	Mt	180850	501	0.027138
(180693,181192)(180700,181199)(180700,181200)	Mt	180950	501	0.024302
(180793,181292)(180800,181299)(180800,181300)	Mt	181050	501	0.021467
(180893,181392)(180900,181399)(180900,181400)	Mt	181150	501	0.017430
(180993,181492)(181000,181499)(181000,181500)	Mt	181250	501	0.018971
(181093,181592)(181100,181599)(181100,181600)	Mt	181350	501	0.021028
(181193,181692)(181200,181699)(181200,181700)	Mt	181450	501	0.023794
(181293,181792)(181300,181799)(181300,181800)	Mt	181550	501	0.025370
(181393,181892)(181400,181899)(181400,181900)	Mt	181650	501	0.027099
(181493,181992)(181500,181999)(181500,182000)	Mt	181750	501	0.024641
(181593,182092)(181600,182099)(181600,182100)	Mt	181850	501	0.024000
(181693,182192)(181700,182199)(181700,182200)	Mt	181950	501	0.025226
(181793,182292)(181800,182299)(181800,182300)	Mt	182050	501	0.025883
(181893,182392)(181900,182399)(181900,182400)	Mt	182150	501	0.024040
(181993,182492)(182000,182499)(182000,182500)	Mt	182250	501	0.025387
(182093,182592)(182100,182599)(182100,182600)	Mt	182350	501	0.026860
(182193,182692)(182200,182699)(182200,182700)	Mt	182450	501	0.026890
(182293,182792)(182300,182799)(182300,182800)	Mt	182550	501	0.026462
(182393,182892)(182400,182899)(182400,182900)	Mt	182650	501	0.027021
(182493,182992)(182500,182999)(182500,183000)	Mt	182750	501	0.026979
(182593,183092)(182600,183099)(182600,183100)	Mt	182850	501	0.025498
(182693,183192)(182700,183199)(182700,183200)	Mt	182950	501	0.025333
(182793,183292)(182800,183299)(182800,183300)	Mt	183050	501	0.025554
(182893,183392)(182900,183399)(182900,183400)	Mt	183150	501	0.024186
(182993,183492)(183000,183499)(183000,183500)	Mt	183250	501	0.023415
(183093,183592)(183100,183599)(183100,183600)	Mt	183350	501	0.021997
(183193,183692)(183200,183699)(183200,183700)	Mt	183450	501	0.021268
(183293,183792)(183300,183799)(183300,183800)	Mt	183550	501	0.020207
(183393,183892)(183400,183899)(183400,183900)	Mt	183650	501	0.020924
(183493,183992)(183500,183999)(183500,184000)	Mt	183750	501	0.025756
(183593,184092)(183600,184099)(183600,184100)	Mt	183850	501	0.030396
(183693,184192)(183700,184199)(183700,184200)	Mt	183950	501	0.026851
(183793,184292)(183800,184299)(183800,184300)	Mt	184050	501	0.027461
(183893,184392)(183900,184399)(183900,184400)	Mt	184150	501	0.029159
(183993,184492)(184000,184499)(184000,184500)	Mt	184250	501	0.025767
(184093,184592)(184100,184599)(184100,184600)	Mt	184350	501	0.025625
(184193,184692)(184200,184699)(184200,184700)	Mt	184450	501	0.028660
(184293,184792)(184300,184799)(184300,184800)	Mt	184550	501	0.028053
(184393,184892)(184400,184899)(184400,184900)	Mt	184650	501	0.029552
(184493,184992)(184500,184999)(184500,185000)	Mt	184750	501	0.027925
(184593,185092)(184600,185099)(184600,185100)	Mt	184850	501	0.023437
(184693,185192)(184700,185199)(184700,185200)	Mt	184950	501	0.022932
(184793,185292)(184800,185299)(184800,185300)	Mt	185050	501	0.023329
(184893,185392)(184900,185399)(184900,185400)	Mt	185150	501	0.020664
(184993,185492)(185000,185499)(185000,185500)	Mt	185250	501	0.020323
(185093,185592)(185100,185599)(185100,185600)	Mt	185350	501	0.023803
(185193,185692)(185200,185699)(185200,185700)	Mt	185450	501	0.025050
(185293,185792)(185300,185799)(185300,185800)	Mt	185550	501	0.023405
(185393,185892)(185400,185899)(185400,185900)	Mt	185650	501	0.022764
(185493,185992)(185500,185999)(185500,186000)	Mt	185750	501	0.023793
(185593,186092)(185600,186099)(185600,186100)	Mt	185850	501	0.023379
(185693,186192)(185700,186199)(185700,186200)	Mt	185950	501	0.020602
(185793,186292)(185800,186299)(185800,186300)	Mt	186050	501	0.024706
(185893,186392)(185900,186399)(185900,186400)	Mt	186150	501	0.024526
(185993,186492)(186000,186499)(186000,186500)	Mt	186250	501	0.024532
(186093,186592)(186100,186599)(186100,186600)	Mt	186350	501	0.023949
(186193,186692)(186200,186699)(186200,186700)	Mt	186450	501	0.027162
(186293,186792)(186300,186799)(186300,186800)	Mt	186550	501	0.023014
(186393,186892)(186400,186899)(186400,186900)	Mt	186650	501	0.024071
(186493,186992)(186500,186999)(186500,187000)	Mt	186750	501	0.024612
(186593,187092)(186600,187099)(186600,187100)	Mt	186850	501	0.027326
(186693,187192)(186700,187199)(186700,187200)	Mt	186950	501	0.027691
(186793,187292)(186800,187299)(186800,187300)	Mt	187050	501	0.031812
(186893,187392)(186900,187399)(186900,187400)	Mt	187150	501	0.031028
(186993,187492)(187000,187499)(187000,187500)	Mt	187250	501	0.031269
